marketplace_id,source,product_name,brand,category,price,rating,review_count,availability,description,product_url,image_url,scraped_date,processor_extracted,product_id,model_name,processor_name,ram_gb,ssd_gb,hdd_gb,operating_system,graphics,screen_size,resolution,no_of_cores,no_of_threads,spec_score,original_price,processor_family_market,processor_family_manufacturer
21,WebScraper.io,Asus ROG STRIX...,ASUS,Laptop,799.0,2.0,7,Available,"Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS",https://webscraper.io/test-sites/e-commerce/static/product/51,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,825.0,Asus Vivobook Flip 14 TP3402ZA-LZ501WS Laptop,12TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Integrated Iris Xe,14.0,1920 x 1200,12.0,16.0,62.0,94500.0,CORE I5,CORE I5
21,WebScraper.io,Asus ROG STRIX...,ASUS,Laptop,799.0,2.0,7,Available,"Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS",https://webscraper.io/test-sites/e-commerce/static/product/51,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,832.0,Asus VivoBook 14 X415JA-EB521WS Laptop,10TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel UHD Graphics,14.0,1920 x 1080,4.0,8.0,55.0,42990.0,CORE I5,CORE I5
21,WebScraper.io,Asus ROG STRIX...,ASUS,Laptop,799.0,2.0,7,Available,"Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS",https://webscraper.io/test-sites/e-commerce/static/product/51,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,840.0,Asus VivoBook Ultra X415JA-EB531WS Laptop,10TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Integrated Intel UHD,14.0,1920 x 1080,4.0,8.0,61.0,47990.0,CORE I5,CORE I5
21,WebScraper.io,Asus ROG STRIX...,ASUS,Laptop,799.0,2.0,7,Available,"Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS",https://webscraper.io/test-sites/e-commerce/static/product/51,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,855.0,Asus TUF Gaming F15 FX506HC-HN089WS Gaming Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,6.0,12.0,72.0,78990.0,CORE I5,CORE I5
21,WebScraper.io,Asus ROG STRIX...,ASUS,Laptop,799.0,2.0,7,Available,"Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS",https://webscraper.io/test-sites/e-commerce/static/product/51,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,906.0,Asus VivoBook 14 2022 X1402ZA-EB512WS Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Integrated Iris Xe,14.0,1920 x 1080,12.0,16.0,63.0,62990.0,CORE I5,CORE I5
21,WebScraper.io,Asus ROG STRIX...,ASUS,Laptop,799.0,2.0,7,Available,"Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS",https://webscraper.io/test-sites/e-commerce/static/product/51,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,911.0,Asus ROG Flow Z13 2022 GZ301ZA-LD049WS Gaming Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Iris X Graphics,13.4,1920 x 1200,12.0,16.0,74.0,115390.0,CORE I5,CORE I5
21,WebScraper.io,Asus ROG STRIX...,ASUS,Laptop,799.0,2.0,7,Available,"Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS",https://webscraper.io/test-sites/e-commerce/static/product/51,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,938.0,Asus Vivobook 15 Touch X515EA-EZ501WS Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Integrated Iris Xe,15.6,1920 x 1080,4.0,8.0,62.0,51990.0,CORE I5,CORE I5
21,WebScraper.io,Asus ROG STRIX...,ASUS,Laptop,799.0,2.0,7,Available,"Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS",https://webscraper.io/test-sites/e-commerce/static/product/51,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,939.0,Asus TUF Gaming F17 FX777ZC-HX069W Gaming Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,4 GB NVIDIA GeForce RTX 3050,17.3,1920 x 1080,12.0,16.0,68.0,94990.0,CORE I5,CORE I5
21,WebScraper.io,Asus ROG STRIX...,ASUS,Laptop,799.0,2.0,7,Available,"Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS",https://webscraper.io/test-sites/e-commerce/static/product/51,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,967.0,Asus X515EA-BQ522WS Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Integrated Iris Xe,15.6,1920 x 1080,4.0,8.0,61.0,53500.0,CORE I5,CORE I5
21,WebScraper.io,Asus ROG STRIX...,ASUS,Laptop,799.0,2.0,7,Available,"Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS",https://webscraper.io/test-sites/e-commerce/static/product/51,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,985.0,Asus Vivobook 14 OLED UX3402ZA-KM531WS Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Iris Xe,14.0,2880 x 1800,12.0,16.0,61.0,85990.0,CORE I5,CORE I5
21,WebScraper.io,Asus ROG STRIX...,ASUS,Laptop,799.0,2.0,7,Available,"Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS",https://webscraper.io/test-sites/e-commerce/static/product/51,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,987.0,Asus Zenbook Space Edition UX5401ZAS-KN521WS Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Integrated Iris Xe,14.0,2880 x 1800,12.0,16.0,67.0,104390.0,CORE I5,CORE I5
21,WebScraper.io,Asus ROG STRIX...,ASUS,Laptop,799.0,2.0,7,Available,"Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS",https://webscraper.io/test-sites/e-commerce/static/product/51,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,996.0,Asus VivoBook 15 X515JA-BQ521WS Laptop,10TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Integrated UHD,15.6,1920 x 1080,4.0,8.0,55.0,42990.0,CORE I5,CORE I5
21,WebScraper.io,Asus ROG STRIX...,ASUS,Laptop,799.0,2.0,7,Available,"Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS",https://webscraper.io/test-sites/e-commerce/static/product/51,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,999.0,Asus K413EA-EB522WS Laptop,11TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Integrated Iris Xe,14.0,1920 x 1080,4.0,8.0,63.0,56990.0,CORE I5,CORE I5
21,WebScraper.io,Asus ROG STRIX...,ASUS,Laptop,799.0,2.0,7,Available,"Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS",https://webscraper.io/test-sites/e-commerce/static/product/51,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,1004.0,Asus VivoBook 14 X415JA-EB501WS Laptop,10TH GEN CORE I5,8.0,0.0,1000.0,Windows,Intel UHD Graphics,14.0,1920 x 1080,4.0,8.0,54.0,41990.0,CORE I5,CORE I5
22,WebScraper.io,Acer Nitro 5 A...,ACER,Laptop,809.0,1.0,0,Available,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/static/product/52,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,36.0,Acer Aspire 7 A715-51G NH.QGCSI.001 Gaming Laptop,12TH GEN CORE I5,8.0,512.0,0.0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,12.0,16.0,74.0,64990.0,CORE I5,CORE I5
22,WebScraper.io,Acer Nitro 5 A...,ACER,Laptop,809.0,1.0,0,Available,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/static/product/52,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,56.0,Acer Aspire 5 A515-57G UN.K9TSI.002 Gaming Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,4 GB NVIDIA GeForce RTX 2050,15.6,1920 x 1080,12.0,16.0,69.0,62990.0,CORE I5,CORE I5
22,WebScraper.io,Acer Nitro 5 A...,ACER,Laptop,809.0,1.0,0,Available,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/static/product/52,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,135.0,Acer Nitro 5 AN515-56 Gaming Laptop,11TH GEN CORE I5,16.0,512.0,0.0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,6.0,12.0,73.0,62990.0,CORE I5,CORE I5
22,WebScraper.io,Acer Nitro 5 A...,ACER,Laptop,809.0,1.0,0,Available,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/static/product/52,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,136.0,Acer Aspire 5 A515-57G Gaming Laptop,12TH GEN CORE I5,8.0,512.0,0.0,Windows,4 GB NVIDIA GeForce RTX 2050,15.6,1920 x 1080,12.0,16.0,67.0,59999.0,CORE I5,CORE I5
22,WebScraper.io,Acer Nitro 5 A...,ACER,Laptop,809.0,1.0,0,Available,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/static/product/52,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,138.0,Acer Aspire 7 A715-75G NH.QGBSI.001 Gaming Laptop,12TH GEN CORE I5,8.0,512.0,0.0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,12.0,16.0,69.0,57990.0,CORE I5,CORE I5
22,WebScraper.io,Acer Nitro 5 A...,ACER,Laptop,809.0,1.0,0,Available,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/static/product/52,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,150.0,Acer Aspire 3 A315-58 Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Iris Xe,15.6,1920 x 1080,4.0,8.0,53.0,43490.0,CORE I5,CORE I5
22,WebScraper.io,Acer Nitro 5 A...,ACER,Laptop,809.0,1.0,0,Available,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/static/product/52,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,190.0,Acer Aspire 7 A715-51G UN.QGCSI.002 Gaming Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,12.0,16.0,76.0,73990.0,CORE I5,CORE I5
22,WebScraper.io,Acer Nitro 5 A...,ACER,Laptop,809.0,1.0,0,Available,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/static/product/52,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,238.0,Acer Extensa EX215-54 NX.EGJSI.00N Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Integrated Iris Xe,15.6,1920 x 1080,4.0,8.0,59.0,40990.0,CORE I5,CORE I5
22,WebScraper.io,Acer Nitro 5 A...,ACER,Laptop,809.0,1.0,0,Available,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/static/product/52,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,290.0,Acer Aspire Vero AV15-51-5155 Laptop,11TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Integrated Iris Xe,15.6,1920 x 1080,4.0,8.0,66.0,54990.0,CORE I5,CORE I5
22,WebScraper.io,Acer Nitro 5 A...,ACER,Laptop,809.0,1.0,0,Available,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/static/product/52,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,309.0,Acer Nitro 5 AN515-58 Gaming Laptop,12TH GEN CORE I5,8.0,512.0,0.0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,8.0,16.0,69.0,76109.0,CORE I5,CORE I5
22,WebScraper.io,Acer Nitro 5 A...,ACER,Laptop,809.0,1.0,0,Available,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/static/product/52,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,421.0,Acer Aspire 5 A515-57 2022 Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Iris Xe Graphic,15.6,1920 x 1080,10.0,12.0,66.0,61990.0,CORE I5,CORE I5
22,WebScraper.io,Acer Nitro 5 A...,ACER,Laptop,809.0,1.0,0,Available,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/static/product/52,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,442.0,Acer Aspire 5 A515-57 Laptop,12TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Iris Xe Graphic,15.6,1920 x 1080,10.0,12.0,63.0,57990.0,CORE I5,CORE I5
22,WebScraper.io,Acer Nitro 5 A...,ACER,Laptop,809.0,1.0,0,Available,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/static/product/52,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,485.0,Acer Aspire 3 A315-58 Laptop,11TH GEN CORE I5,12.0,512.0,0.0,Windows,Intel Iris Xe,15.6,1920 x 1080,4.0,8.0,60.0,49312.0,CORE I5,CORE I5
22,WebScraper.io,Acer Nitro 5 A...,ACER,Laptop,809.0,1.0,0,Available,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/static/product/52,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,673.0,Acer Spin 3 SP314-55N Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Irix Xe Graphics,14.0,1920 x 1080,10.0,12.0,59.0,84990.0,CORE I5,CORE I5
22,WebScraper.io,Acer Nitro 5 A...,ACER,Laptop,809.0,1.0,0,Available,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/static/product/52,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,716.0,Acer Nitro 5 AN515-58 Gaming Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,8.0,16.0,72.0,82990.0,CORE I5,CORE I5
22,WebScraper.io,Acer Nitro 5 A...,ACER,Laptop,809.0,1.0,0,Available,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/static/product/52,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,717.0,Acer Nitro AN515-57 UN.QEHSI.003 Gaming Laptop,INTEL CORE I5,16.0,512.0,0.0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,6.0,12.0,67.0,62990.0,CORE I5,CORE I5
22,WebScraper.io,Acer Nitro 5 A...,ACER,Laptop,809.0,1.0,0,Available,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/static/product/52,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,754.0,Acer Aspire 3 A315-58 Laptop,11TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Iris Xe,15.6,1920 x 1080,4.0,8.0,55.0,53990.0,CORE I5,CORE I5
22,WebScraper.io,Acer Nitro 5 A...,ACER,Laptop,809.0,1.0,0,Available,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/static/product/52,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,796.0,Acer Aspire 7 A715-5G UN.QGBSI.002 Gaming Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,12.0,16.0,65.0,61990.0,CORE I5,CORE I5
22,WebScraper.io,Acer Nitro 5 A...,ACER,Laptop,809.0,1.0,0,Available,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/static/product/52,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,887.0,Acer TravelMate TMP214-53 Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Integrated Iris Xe,14.0,1920 x 1080,4.0,8.0,63.0,51990.0,CORE I5,CORE I5
22,WebScraper.io,Acer Nitro 5 A...,ACER,Laptop,809.0,1.0,0,Available,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/static/product/52,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,890.0,Acer Nitro 5 AN515-57 UN.QEHSI.004 Laptop,11TH GEN CORE I5,8.0,256.0,1000.0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,6.0,12.0,74.0,62999.0,CORE I5,CORE I5
22,WebScraper.io,Acer Nitro 5 A...,ACER,Laptop,809.0,1.0,0,Available,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/static/product/52,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,891.0,Acer TravelMate TMP214-53 Business Laptop,11TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Integrated Iris Xe,14.0,1920 x 1080,4.0,8.0,65.0,57990.0,CORE I5,CORE I5
22,WebScraper.io,Acer Nitro 5 A...,ACER,Laptop,809.0,1.0,0,Available,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/static/product/52,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,894.0,Acer Aspire 3 A315-59 Laptop,12TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Iris Xe Graphics,15.6,1920 x 1080,10.0,12.0,56.0,56699.0,CORE I5,CORE I5
22,WebScraper.io,Acer Nitro 5 A...,ACER,Laptop,809.0,1.0,0,Available,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/static/product/52,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,915.0,Acer Aspire 5 A515-56 UN.A1ESI.022,11TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Integrated,15.6,1920 x 1080,4.0,8.0,53.0,49994.0,CORE I5,CORE I5
22,WebScraper.io,Acer Nitro 5 A...,ACER,Laptop,809.0,1.0,0,Available,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/static/product/52,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,990.0,Acer Aspire 3 A315-58 Laptop,11TH GEN CORE I5,8.0,0.0,1000.0,Windows,Intel Integrated UHD,15.6,1920 x 1080,4.0,8.0,56.0,62999.0,CORE I5,CORE I5
23,WebScraper.io,Asus ROG STRIX...,ASUS,Laptop,899.0,1.0,7,Available,"Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS + Windows 10 Home",https://webscraper.io/test-sites/e-commerce/static/product/53,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,42.0,Asus Vivobook S15 OLED K3502ZA-L501WS Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Iris XE Graphics,15.6,1920 x 1080,12.0,16.0,65.0,73000.0,CORE I5,CORE I5
23,WebScraper.io,Asus ROG STRIX...,ASUS,Laptop,899.0,1.0,7,Available,"Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS + Windows 10 Home",https://webscraper.io/test-sites/e-commerce/static/product/53,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,92.0,Asus TUF Gaming F15 FX506LHB-HN355WS Gaming Laptop,10TH GEN CORE I5,8.0,512.0,0.0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,4.0,8.0,63.0,54990.0,CORE I5,CORE I5
23,WebScraper.io,Asus ROG STRIX...,ASUS,Laptop,899.0,1.0,7,Available,"Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS + Windows 10 Home",https://webscraper.io/test-sites/e-commerce/static/product/53,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,103.0,Asus VivoBook 15 K513EP-BQ1093T Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,2 GB NVIDIA GeForce MX330,15.6,1920 x 1080,4.0,8.0,54.0,45990.0,CORE I5,CORE I5
23,WebScraper.io,Asus ROG STRIX...,ASUS,Laptop,899.0,1.0,7,Available,"Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS + Windows 10 Home",https://webscraper.io/test-sites/e-commerce/static/product/53,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,115.0,Asus VivoBook 14 2022 X1402ZA-MW511WS Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Integrated Iris Xe,14.0,1920 x 1080,12.0,16.0,74.0,66990.0,CORE I5,CORE I5
23,WebScraper.io,Asus ROG STRIX...,ASUS,Laptop,899.0,1.0,7,Available,"Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS + Windows 10 Home",https://webscraper.io/test-sites/e-commerce/static/product/53,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:12,CORE I5 7300HQ,117.0,Asus VivoBook 14 X415JA-EK522WS Laptop,10TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel UHD,14.0,1920 x 1080,4.0,8.0,60.0,41990.0,CORE I5,CORE I5
